cod-estabel;tipo-frete;regional;cod-zona;nome-abrev;nr-pedcli;nr-pedrep;situacao;cod-emitente;nome-emit;nome-matriz;cod-emitente-tri;nome-emit-tri;nome-abrev-tri;dt-implant;dt-entrega;cidade;uf;peso;volumes;paletes;nr-simul;dt-fatur;dt-agendamento;porcentagem-in-full;agendado;cdd-embarq;Cliente-de-Agendamento;peso-emb;volumes-emb;paletes-emb;observacao;volumes-pedido;nr-nota-fis;qt-cancelada;situacao-credito;cod-rep;nome-rep;cod-veiculo;desc-veiculo;dt-apr-cred;data-simul;dt-criacao-prog;dt-embarque;dt-daturamento;agenda-solicitada;data-agenda-solicitada;mês-ped;mês-fat;chave;status-agend;status-transpo;infull;canal;tipo-veiculo;destino;gt;gc;lt-cred;lt-form;lt-prog;lt-total;lt-fat-ent;houve_reprog?;smn-fat;status
101;CIF;REGIONAL PE4;101-47;COML OESTE 5;1100/0599;;At. Parcial;9923;COMERCIAL OESTE LTDA;COML OESTE 1;0;;;22/05/2024;22/05/2024;PAULO AFONSO;BA;13,98;2;0,022222222;0;?;?;0;no;?;no;0;0;0;;1330;;0;Aprovado;110;GILVAN 110;;;22/05/2024;?;?;?;?;no;?;5;0;1100/05990;;;0%;ATACADO;;Cliente;FABIANO JOSÉ;DAYANNE M;0;0;0;36;0;no;;SALDOS À DEFINIR
101;CIF;REGIONAL PE4;101-47;COML OESTE 5;1100/0599;;At. Parcial;9923;COMERCIAL OESTE LTDA;COML OESTE 1;0;;;22/05/2024;22/05/2024;PAULO AFONSO;BA;1967,59;150;2,091666667;921456;29/06/2024;01/07/2024;11,28;no;?;no;0;0;0;;1330;?;0;Aprovado;110;GILVAN 110;116;Carreta Baú (25t);22/05/2024;01/06/2024;25/06/2024;?;?;no;?;5;6;1100/0599921456;OK;Carga Ofertada;11%;ATACADO;CARRETA;Cliente;FABIANO JOSÉ;DAYANNE M;0;10;24;40;2;yes;S4-JUN;PROGRAMADO
101;CIF;REGIONAL PE1;101-97;DIST. UNIAO;1190/0350;;At. Parcial;477784;DISTRIBUIDORA UNIAO LTDA;DIST. UNIAO;0;;;22/05/2024;22/05/2024;Recife;PE;230;100;0,358422939;922965;03/07/2024;04/07/2024;3,72;no;?;yes;0;0;0;;2685;?;0;Aprovado;119;JEFFERSON M;112;Carreta Baú (25t);22/05/2024;12/06/2024;25/06/2024;?;?;no;?;5;7;1190/0350922965;;;4%;ATACADO;CARRETA;Cliente;FABIANO JOSÉ;DAYANNE M;0;21;13;43;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PE2;101-04;COM.DE ALIME;0320/0967;;At. Parcial;467202;COMERCIAL DE ALIMENTOS ROSENDO EIRELI;J.E. COMERCI;0;;;22/05/2024;22/05/2024;Jaboatao dos Guararapes;PE;576,064;61;0,749030737;921213;01/07/2024;02/07/2024;32,8;no;?;no;0;0;0;;186;?;0;Aprovado;32;EDNALDO LIMA;103;3/4 (3,5 ton);23/05/2024;31/05/2024;13/06/2024;?;?;no;?;5;7;0320/0967921213;OK;Pendente;33%;VAREJO;3/4;Cliente;EDIWINA GALVAO;DAYANNE M;1;8;13;41;1;yes;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PE4;101-47;M P MULTY CO;1100/0600;;At. Parcial;467332;M P MULTY COMERCIAL LTDA;M P MULTY CO;0;;;22/05/2024;22/05/2024;Paulo Afonso;BA;273,18;22;0,37037037;921456;29/06/2024;01/07/2024;18,18;no;?;no;0;0;0;;121;?;0;Aprovado;110;GILVAN 110;116;Carreta Baú (25t);22/05/2024;01/06/2024;25/06/2024;?;?;no;?;5;6;1100/0600921456;OK;Carga Ofertada;18%;ATACADO;CARRETA;Cliente;FABIANO JOSÉ;DAYANNE M;0;10;24;40;2;yes;S4-JUN;PROGRAMADO
101;CIF;REGIONAL PE4;101-47;M P MULTY CO;1100/0601;;At. Parcial;467332;M P MULTY COMERCIAL LTDA;M P MULTY CO;0;;;22/05/2024;22/05/2024;Paulo Afonso;BA;139,15;10;0,16;0;?;?;0;no;?;no;0;0;0;;224;;3;Aprovado;110;GILVAN 110;;;24/05/2024;?;?;?;?;no;?;5;0;1100/06010;;;4%;ATACADO;;Cliente;FABIANO JOSÉ;DAYANNE M;0;0;0;36;0;no;;SALDOS À DEFINIR
101;CIF;REGIONAL PE4;101-47;M P MULTY CO;1100/0601;;At. Parcial;467332;M P MULTY COMERCIAL LTDA;M P MULTY CO;0;;;22/05/2024;22/05/2024;Paulo Afonso;BA;678,55;63;0,730174731;921456;29/06/2024;01/07/2024;28,13;no;?;no;0;0;0;;224;?;0;Aprovado;110;GILVAN 110;116;Carreta Baú (25t);24/05/2024;01/06/2024;25/06/2024;?;?;no;?;5;6;1100/0601921456;OK;Carga Ofertada;28%;ATACADO;CARRETA;Cliente;FABIANO JOSÉ;DAYANNE M;2;8;24;40;2;yes;S4-JUN;PROGRAMADO
101;CIF;REGIONAL PE4;101-47;M P MULTY CO;1100/0602;;At. Parcial;467332;M P MULTY COMERCIAL LTDA;M P MULTY CO;0;;;22/05/2024;22/05/2024;Paulo Afonso;BA;12,838;2;0,023809524;0;?;?;0;no;?;no;0;0;0;;87;;0;Aprovado;110;GILVAN 110;;;22/05/2024;?;?;?;?;no;?;5;0;1100/06020;;;2%;ATACADO;;Cliente;FABIANO JOSÉ;DAYANNE M;0;0;0;36;0;no;;SALDOS À DEFINIR
101;CIF;REGIONAL PE4;101-47;M P MULTY CO;1100/0602;;At. Parcial;467332;M P MULTY COMERCIAL LTDA;M P MULTY CO;0;;;22/05/2024;22/05/2024;Paulo Afonso;BA;35,79;22;0,069226516;921456;29/06/2024;01/07/2024;25,29;no;?;no;0;0;0;;87;?;0;Aprovado;110;GILVAN 110;116;Carreta Baú (25t);22/05/2024;01/06/2024;25/06/2024;?;?;no;?;5;6;1100/0602921456;OK;Carga Ofertada;25%;ATACADO;CARRETA;Cliente;FABIANO JOSÉ;DAYANNE M;0;10;24;40;2;yes;S4-JUN;PROGRAMADO
101;CIF;REGIONAL PE1;101-41;QUE. ATAC 10;1370/0455;;At. Parcial;486597;QUEIROZ ATACADAO LTDA;SUP QUEIROZ1;0;;;22/05/2024;22/05/2024;Monteiro;PB;468,66;67;0,699016897;0;?;?;0;no;?;no;0;0;0;;726;;0;Aprovado;137;ERINALDO;;;23/05/2024;?;?;?;?;no;?;5;0;1370/04550;;;9%;ATACADO;;Cliente;FABIANO JOSÉ;DAYANNE M;0;0;0;36;0;no;;SALDOS À DEFINIR
101;CIF;REGIONAL PB;101-42;S TAVARES DA;1840/0431;;At. Parcial;7775;S TAVARES DA SILVA & CIA LTDA;S TAVARES DA;0;;;22/05/2024;27/05/2024;CAMPINA GRANDE;PB;1262,4;100;1,666666667;921400;02/07/2024;04/07/2024;90,91;no;?;no;0;0;0;;110;?;0;Aprovado;184;ERMINIO;116;Carreta Baú (25t);22/05/2024;01/06/2024;21/06/2024;?;?;no;?;5;7;1840/0431921400;OK;Reagendamento;91%;ATACADO;CARRETA;Cliente;CICLEUSA REGINA;DAVISON;0;10;20;38;2;yes;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PE1;101-97;VITA NORTE C;0250/0854;95972;At. Parcial;10467;COMERCIAL VITA NORTE LTDA;VITA NORTE C;0;;;22/05/2024;22/05/2024;Recife;PE;38,4;3;0,05;0;?;?;0;no;?;yes;0;0;0;;501;;0;Aprovado;25;ADRIANA;;;22/05/2024;?;?;?;?;no;?;5;0;0250/08540;;;1%;ATACADO DISTRIBUIDOR;;Cliente;FABIANO JOSÉ;DAYANNE M;0;0;0;36;0;no;;SALDOS À DEFINIR
101;CIF;REGIONAL PE1;101-97;VITA NORTE C;0250/0854;95972;At. Parcial;10467;COMERCIAL VITA NORTE LTDA;VITA NORTE C;0;;;22/05/2024;22/05/2024;Recife;PE;542,62;84;0,824722222;924261;29/06/2024;01/07/2024;16,77;no;?;yes;0;0;0;;501;?;0;Aprovado;25;ADRIANA;112;Carreta Baú (25t);22/05/2024;21/06/2024;25/06/2024;?;?;no;?;5;6;0250/0854924261;;;17%;ATACADO DISTRIBUIDOR;CARRETA;Cliente;FABIANO JOSÉ;DAYANNE M;0;30;4;40;2;no;S4-JUN;PROGRAMADO
101;CIF;REGIONAL PE1;101-97;A & B ALIMEN;0250/0856;75191;At. Parcial;9907;A & B ALIMENTOS E BEBIDAS LTDA;A & B ALIMEN;0;;;22/05/2024;22/05/2024;RECIFE;PE;1990,5;150;2;0;?;?;0;no;?;yes;0;0;0;;1821;;0;Aprovado;25;ADRIANA;;;22/05/2024;?;?;?;?;no;?;5;0;0250/08560;;;8%;ATACADO;;Cliente;FABIANO JOSÉ;DAYANNE M;0;0;0;36;0;no;;SALDOS À DEFINIR
101;CIF;REGIONAL PE1;101-20;JR ESTRELA A;0250/0863;;At. Parcial;2347;JR ESTRELA ATACADO LTDA;JR ESTRELA A;0;;;22/05/2024;22/05/2024;RECIFE;PE;54,6;12;0,095238095;0;?;?;0;no;?;no;0;0;0;;2972;;0;Aprovado;25;ADRIANA;;;22/05/2024;?;?;?;?;no;?;5;0;0250/08630;;;0%;ATACADO;;Cliente;FABIANO JOSÉ;DAYANNE M;0;0;0;36;0;no;;SALDOS À CANCELAR
101;CIF;REGIONAL PE3;101-10;LEONARDO VI.;0270/0885;;At. Parcial;465704;LEONARDO VIEIRA DA SILVA ME;M REGINA AGU;0;;;22/05/2024;22/05/2024;Surubim;PE;933,012;87;1,18020939;921282;02/07/2024;03/07/2024;38,5;no;?;no;0;0;0;;226;?;0;Aprovado;27;ADRIANO C;110;Truck Baú (13,5t);23/05/2024;31/05/2024;11/06/2024;?;?;no;?;5;7;0270/0885921282;OK;Pendente;38%;VAREJO;TRUCK;Cliente;HÉLIO JOSÉ;DAYANNE M;1;8;11;42;1;yes;S1-JUL;PROGRAMADO
101;CIF;REGIONAL SE;101-90;WMS 31;3330/0136;919037048;Aberto;482983;WMS SUPERMERCADOS DO BRASIL LTDA;WMS SUP 0001;0;;;23/05/2024;23/05/2024;Aracaju;SE;2741,65;241;3,461111111;924504;02/07/2024;03/07/2024;100;no;?;yes;0;0;0;;241;?;0;Aprovado;333;ELAINE SILVA;116;Carreta Baú (25t);23/05/2024;25/06/2024;26/06/2024;?;?;no;?;5;7;3330/0136924504;;;100%;CASH & CARRY;CARRETA;Cliente;NAIRA RITA;MOZART ALVIM;0;33;1;41;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PE4;101-44;CICERO GERSI;1370/0460;;Aberto;482299;CICERO GERSIVALDO BEZERRA DOS SANTOS LTDA;CICERO GERSI;0;;;23/05/2024;23/05/2024;Calumbi;PE;1715,596;146;1,867066498;921426;06/07/2024;08/07/2024;100;no;?;no;0;0;0;;146;?;0;Aprovado;137;ERINALDO;116;Carreta Baú (25t);23/05/2024;01/06/2024;26/06/2024;?;?;no;?;5;7;1370/0460921426;OK;Pendente;100%;VAREJO;CARRETA;Cliente;FABIANO JOSÉ;DAYANNE M;0;9;25;46;2;yes;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PB;101-97;S. NORDESTAO;1930/0430;1000730559;Aberto;477064;SUPERMERCADO NORDESTAO LTDA;NORDESTAO 01;0;;;23/05/2024;23/05/2024;João Pessoa;PB;822,65;156;1,023362055;0;?;?;0;no;?;yes;0;0;0;;156;;0;Aprovado;193;ANDERSON PB;;;23/05/2024;?;?;?;?;no;?;5;0;1930/04300;;;100%;KEY ACCOUNT REGIONAL;;Cliente;CICLEUSA REGINA;DAVISON;0;35;#VALOR!;35;0;no;;FORMAÇÃO DE CARGAS
101;CIF;REGIONAL AL;101-90;ATACADAO 216;0290/0560;792579;Aberto;471346;ATACADAO S.A.;ATACADAO 000;0;;;23/05/2024;23/05/2024;Maceio;AL;259,96;40;0,444444444;924555;?;?;100;?;?;yes;0;0;0;;40;?;0;Aprovado;29;PAULO SOBRAL;110;Truck Baú (13,5t);23/05/2024;26/06/2024;?;?;?;?;?;5;0;0290/0560924555;;;100%;CASH & CARRY;TRUCK;Cliente;ANDERSON TEODORO;DAVISON;0;34;1;35;0;no;;PROGRAMAÇÃO CS
101;CIF;REGIONAL PE3;101-90;ATACADAO 323;0290/0571;792594;Aberto;480771;ATACADAO S.A.;ATACADAO 000;0;;;23/05/2024;23/05/2024;Palmares;PE;64,99;10;0,111111111;0;?;?;0;no;?;yes;0;0;0;;10;;0;Aprovado;29;PAULO SOBRAL;;;23/05/2024;?;?;?;?;no;?;5;0;0290/05710;;;100%;CASH & CARRY;;Cliente;HÉLIO JOSÉ;DAYANNE M;0;35;#VALOR!;35;0;no;;FORMAÇÃO DE CARGAS
101;CIF;REGIONAL PE3;101-10;LOPES FON 01;0270/0886;;At. Parcial;2593;LOPES E FONSECA CIA LTDA;LOPES FON 01;0;;;23/05/2024;23/05/2024;SANTA CRUZ DO CAPIBARIBE;PE;433,85;45;0,481471862;921284;02/07/2024;03/07/2024;45;no;?;no;0;0;0;;100;?;0;Aprovado;27;ADRIANO C;110;Truck Baú (13,5t);24/05/2024;31/05/2024;18/06/2024;?;?;no;?;5;7;0270/0886921284;OK;Pendente;45%;VAREJO;TRUCK;Cliente;HÉLIO JOSÉ;DAYANNE M;1;7;18;41;1;yes;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PE2;101-02;INDUSTRIA AL;1230/1146;;At. Parcial;461962;INDUSTRIA ALIMENTICIA ANDREA LTDA;INDUSTRIA AL;0;;;23/05/2024;23/05/2024;Recife;PE;134,138;12;0,152976191;0;?;?;0;no;?;no;0;0;0;;183;;0;Aprovado;123;ROGERIO;;;23/05/2024;?;?;?;?;no;?;5;0;1230/11460;;;7%;VAREJO;;Cliente;EDIWINA GALVAO;DAYANNE M;0;0;0;35;0;no;;SALDOS À DEFINIR
101;CIF;REGIONAL PE2;101-02;INDUSTRIA AL;1230/1146;;At. Parcial;461962;INDUSTRIA ALIMENTICIA ANDREA LTDA;INDUSTRIA AL;0;;;23/05/2024;23/05/2024;Recife;PE;695,23;76;0,870845311;921172;27/06/2024;28/06/2024;41,53;no;593280;no;695,23;76;0,870845311;;183;?;0;Aprovado;123;ROGERIO;119;VUC;23/05/2024;31/05/2024;25/06/2024;26/06/2024;?;no;?;5;6;1230/1146921172;OK;Reagendamento;42%;VAREJO;VUC;Cliente;EDIWINA GALVAO;DAYANNE M;0;8;25;36;1;yes;S4-JUN;PROGRAMADO
101;CIF;REGIONAL AL;101-17;MERVIL 0001;1250/0026;;At. Parcial;2323;MERVIL MERCANTIL VIEIRA LTDA;MERVIL 0001;0;;;23/05/2024;23/05/2024;ARAPIRACA;AL;6026,5;580;7,029411765;0;?;?;0;no;?;no;0;0;0;;17695;;0;Aprovado;125;ANDERSON;;;23/05/2024;?;?;?;?;no;?;5;0;1250/00260;;;3%;ATACADO DISTRIBUIDOR;;Cliente;ANDERSON TEODORO;DAVISON;0;0;0;35;0;no;;SALDOS À DEFINIR
101;CIF;REGIONAL AL;101-17;MERVIL 0001;1250/0026;;At. Parcial;2323;MERVIL MERCANTIL VIEIRA LTDA;MERVIL 0001;0;;;23/05/2024;23/05/2024;ARAPIRACA;AL;24572,44;2125;26,55210685;921321;27/06/2024;28/06/2024;12,01;no;593453;no;24572,44;2125;26,55210685;;17695;?;0;Aprovado;125;ANDERSON;112;Carreta Baú (25t);23/05/2024;01/06/2024;26/06/2024;26/06/2024;?;no;?;5;6;1250/0026921321;OK;Carga Ofertada;12%;ATACADO DISTRIBUIDOR;CARRETA;Cliente;ANDERSON TEODORO;DAVISON;0;9;25;36;1;yes;S4-JUN;PROGRAMADO
101;CIF;REGIONAL PE3;101-15;ESPERANCA SU;1640/0595;;At. Parcial;8429;ESPERANCA SUPERMERCADO LTDA;ESPERANCA SU;0;;;23/05/2024;23/05/2024;ARCOVERDE;PE;132,6;10;0,166666667;0;?;?;0;no;?;no;0;0;0;;115;;0;Aprovado;164;AGAMENON;;;23/05/2024;?;?;?;?;no;?;5;0;1640/05950;;;9%;VAREJO;;Cliente;HÉLIO JOSÉ;DAYANNE M;0;0;0;35;0;no;;SALDOS À DEFINIR
101;CIF;REGIONAL PE4;101-47;E SOUZA LIMA;1100/0605;;At. Parcial;487713;E SOUZA LIMA LTDA;E SOUZA LIMA;0;;;23/05/2024;23/05/2024;Paulo Afonso;BA;80,19;7;0,091428571;0;?;?;0;no;?;no;0;0;0;;100;;0;Aprovado;110;GILVAN 110;;;23/05/2024;?;?;?;?;no;?;5;0;1100/06050;;;7%;VAREJO;;Cliente;FABIANO JOSÉ;DAYANNE M;0;0;0;35;0;no;;SALDOS À DEFINIR
101;CIF;REGIONAL PE4;101-47;E SOUZA LIMA;1100/0605;;At. Parcial;487713;E SOUZA LIMA LTDA;E SOUZA LIMA;0;;;23/05/2024;23/05/2024;Paulo Afonso;BA;741,302;64;0,859381359;921456;29/06/2024;01/07/2024;64;no;?;no;0;0;0;;100;?;0;Aprovado;110;GILVAN 110;116;Carreta Baú (25t);23/05/2024;01/06/2024;25/06/2024;?;?;no;?;5;6;1100/0605921456;OK;Carga Ofertada;64%;VAREJO;CARRETA;Cliente;FABIANO JOSÉ;DAYANNE M;0;9;24;39;2;yes;S4-JUN;PROGRAMADO
101;CIF;REGIONAL PE4;101-47;E SOUZA LIMA;1100/0606;;At. Parcial;487713;E SOUZA LIMA LTDA;E SOUZA LIMA;0;;;23/05/2024;23/05/2024;Paulo Afonso;BA;30,975;5;0,03968254;0;?;?;0;no;?;no;0;0;0;;152;;0;Aprovado;110;GILVAN 110;;;23/05/2024;?;?;?;?;no;?;5;0;1100/06060;;;3%;VAREJO;;Cliente;FABIANO JOSÉ;DAYANNE M;0;0;0;35;0;no;;SALDOS À DEFINIR
101;CIF;REGIONAL PE4;101-47;E SOUZA LIMA;1100/0606;;At. Parcial;487713;E SOUZA LIMA LTDA;E SOUZA LIMA;0;;;23/05/2024;23/05/2024;Paulo Afonso;BA;513,935;49;0,546124929;921456;29/06/2024;01/07/2024;32,24;no;?;no;0;0;0;;152;?;0;Aprovado;110;GILVAN 110;116;Carreta Baú (25t);23/05/2024;01/06/2024;25/06/2024;?;?;no;?;5;6;1100/0606921456;OK;Carga Ofertada;32%;VAREJO;CARRETA;Cliente;FABIANO JOSÉ;DAYANNE M;0;9;24;39;2;yes;S4-JUN;PROGRAMADO
101;CIF;REGIONAL PE2;101-97;SUP FAM 0027;0230/0834;;At. Parcial;461857;SUPERMERCADO DA FAMILIA LTDA;SUP FAMI 01;0;;;23/05/2024;23/05/2024;Jaboatao dos Guararapes;PE;3038,75;227;4,237179487;921030;28/06/2024;29/06/2024;11,64;no;592719;yes;3038,75;227;4,237179487;;1950;?;0;Aprovado;23;ANDRE SANTOS;112;Carreta Baú (25t);23/05/2024;31/05/2024;26/06/2024;21/06/2024;?;no;?;5;6;0230/0834921030;Agenda Confirmada;Pendente;12%;KEY ACCOUNT REGIONAL;CARRETA;Cliente;EDIWINA GALVAO;DAYANNE M;0;8;26;37;1;yes;S4-JUN;PROGRAMADO
101;CIF;REGIONAL PE3;101-07;ITALO TAVARE;1650/0684;;At. Parcial;1947;ITALO TAVARES PESSOA;ITALO TAVARE;0;;;23/05/2024;23/05/2024;NAZARE DA MATA;PE;416,976;35;0,501956583;0;?;?;0;no;?;no;0;0;0;;377;;5;Aprovado;165;LUCELIA;;;24/05/2024;?;?;?;?;no;?;5;0;1650/06840;;;9%;VAREJO;;Cliente;HÉLIO JOSÉ;DAYANNE M;0;0;0;35;0;no;;SALDOS À DEFINIR
101;CIF;REGIONAL PE4;101-44;HERIVELTON;0210/0641;;At. Parcial;470236;HERIVELTON LEAL MARTINS;PARATY ATACA;0;;;23/05/2024;23/05/2024;SALGUEIRO;PE;2109,97;168;2,299216486;922271;28/06/2024;01/07/2024;72,41;no;592539;no;2109,97;168;2,299216486;;232;?;0;Aprovado;21;ANDRE;116;Carreta Baú (25t);23/05/2024;07/06/2024;19/06/2024;21/06/2024;?;no;?;5;6;0210/0641922271;OK;Pendente;72%;ATACADO;CARRETA;Cliente;FABIANO JOSÉ;DAYANNE M;0;15;12;39;3;yes;S4-JUN;PROGRAMADO
101;CIF;REGIONAL PE4;101-46;WALTON SILVA;0260/0548;;At. Parcial;472836;WALTON DA SILVA CASTRO;WALTON SILVA;0;;;23/05/2024;23/05/2024;Campo Alegre de Lourdes;BA;2835,47;231;3,045833333;921447;03/07/2024;04/07/2024;66,19;no;?;no;0;0;0;;349;?;0;Aprovado;26;FLAVIO MAIA;116;Carreta Baú (25t);23/05/2024;01/06/2024;18/06/2024;?;?;no;?;5;7;0260/0548921447;OK;Carga Ofertada;66%;ATACADO;CARRETA;Cliente;FABIANO JOSÉ;DAYANNE M;0;9;17;42;1;yes;S1-JUL;PROGRAMADO
101;CIF;REGIONAL RN2;101-90;ATACADAO 062;0290/0536;784640;At. Parcial;10561;ATACADAO S.A.;ATACADAO 000;0;;;23/05/2024;23/05/2024;NATAL;RN;8312,85;630;9;920920;02/07/2024;04/07/2024;60;no;?;yes;0;0;0;;1050;?;0;Aprovado;29;PAULO SOBRAL;112;Carreta Baú (25t);23/05/2024;31/05/2024;25/06/2024;?;?;no;?;5;7;0290/0536920920;Agenda Solicitada;Reagendamento;60%;CASH & CARRY;CARRETA;Cliente;RIVELLY TAVARES;DAVISON;0;8;25;42;2;yes;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PB;101-90;ATACADAO 199;0290/0541;784650;At. Parcial;468834;ATACADAO S.A.;ATACADAO 000;0;;;23/05/2024;23/05/2024;PATOS;PB;1847,3;140;2;922365;29/06/2024;01/07/2024;28,57;no;?;yes;0;0;0;;490;?;0;Aprovado;29;PAULO SOBRAL;112;Carreta Baú (25t);23/05/2024;07/06/2024;17/06/2024;?;?;no;?;5;6;0290/0541922365;Pendente Agendamento;;29%;CASH & CARRY;CARRETA;Cliente;CICLEUSA REGINA;DAVISON;0;15;10;39;2;yes;S4-JUN;PROGRAMADO
101;CIF;REGIONAL AL;101-90;ATACADAO 220;0290/0542;784652;At. Parcial;472261;ATACADAO S.A.;ATACADAO 000;0;;;23/05/2024;23/05/2024;Maceio;AL;3694,6;280;4;924269;02/07/2024;03/07/2024;13,33;no;?;yes;0;0;0;;2100;?;0;Aprovado;29;PAULO SOBRAL;110;Truck Baú (13,5t);23/05/2024;21/06/2024;24/06/2024;?;?;no;?;5;7;0290/0542924269;;;13%;CASH & CARRY;TRUCK;Cliente;ANDERSON TEODORO;DAVISON;0;29;3;41;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PB;101-92;MATEUS 0057;1930/0431;2844360;At. Parcial;482891;ARMAZEM MATEUS S.A.;MATEUS 0001;0;;;23/05/2024;23/05/2024;Conde;PB;12749,53;1051;13,74464286;0;?;?;0;no;?;no;0;0;0;;15644;;0;Aprovado;193;ANDERSON PB;;;23/05/2024;?;?;?;?;no;?;5;0;1930/04310;;;7%;CASH & CARRY;;Cliente;CICLEUSA REGINA;DAVISON;0;0;0;35;0;no;;SALDOS À DEFINIR
101;CIF;REGIONAL PB;101-92;MATEUS 0057;1930/0431;2844360;At. Parcial;482891;ARMAZEM MATEUS S.A.;MATEUS 0001;0;;;23/05/2024;23/05/2024;Conde;PB;23946,82;1840;26;921461;28/06/2024;01/07/2024;11,76;no;?;no;0;0;0;;15644;?;0;Aprovado;193;ANDERSON PB;112;Carreta Baú (25t);23/05/2024;01/06/2024;18/06/2024;?;?;no;?;5;6;1930/0431921461;OK;Pendente;12%;CASH & CARRY;CARRETA;Cliente;CICLEUSA REGINA;DAVISON;0;9;17;39;3;yes;S4-JUN;PROGRAMADO
101;CIF;REGIONAL PE2;101-90;ATACADAO 050;0290/0546;792564;At. Parcial;10549;ATACADAO S.A.;ATACADAO 000;0;;;23/05/2024;23/05/2024;OLINDA;PE;64,99;10;0,111111111;0;?;?;0;no;?;yes;0;0;0;;20;;0;Aprovado;29;PAULO SOBRAL;;;23/05/2024;?;?;?;?;no;?;5;0;0290/05460;;;50%;CASH & CARRY;;Cliente;EDIWINA GALVAO;DAYANNE M;0;0;0;35;0;no;;SALDOS À DEFINIR
101;CIF;REGIONAL RN2;101-90;ATACADAO 224;0290/0562;792582;At. Parcial;471763;ATACADAO S.A.;ATACADAO 000;0;;;23/05/2024;23/05/2024;Parnamirim;RN;129,98;20;0,222222222;0;?;?;0;no;?;yes;0;0;0;;40;;0;Aprovado;29;PAULO SOBRAL;;;23/05/2024;?;?;?;?;no;?;5;0;0290/05620;;;50%;CASH & CARRY;;Cliente;RIVELLY TAVARES;DAVISON;0;0;0;35;0;no;;SALDOS À DEFINIR
101;CIF;REGIONAL PE4;101-90;ATACADAO 240;0290/0564;792584;At. Parcial;472590;ATACADAO S.A.;ATACADAO 000;0;;;23/05/2024;23/05/2024;Serra Talhada;PE;32,495;5;0,055555556;920915;27/06/2024;28/06/2024;50;no;593282;yes;32,495;5;0,055555556;;10;?;0;Aprovado;29;PAULO SOBRAL;116;Carreta Baú (25t);23/05/2024;31/05/2024;25/06/2024;26/06/2024;?;no;?;5;6;0290/0564920915;Agenda Confirmada;Pendente;50%;CASH & CARRY;CARRETA;Cliente;FABIANO JOSÉ;DAYANNE M;0;8;25;36;1;yes;S4-JUN;PROGRAMADO
101;CIF;REGIONAL RN2;101-90;ATACADAO 245;0290/0566;792587;At. Parcial;473575;ATACADAO S.A.;ATACADAO 000;0;;;23/05/2024;23/05/2024;Parnamirim;RN;64,99;10;0,111111111;0;?;?;0;no;?;yes;0;0;0;;20;;0;Aprovado;29;PAULO SOBRAL;;;23/05/2024;?;?;?;?;no;?;5;0;0290/05660;;;50%;CASH & CARRY;;Cliente;RIVELLY TAVARES;DAVISON;0;0;0;35;0;no;;SALDOS À DEFINIR
101;CIF;REGIONAL PE2;101-02;ATAC. QUALIP;1230/1152;;At. Parcial;488066;ATACAREJO QUALIPRECO LTDA;ATACAR. QUAL;0;;;23/05/2024;23/05/2024;Recife;PE;26,68;2;0,028571429;0;?;?;0;no;?;no;0;0;0;;261;;0;Aprovado;123;ROGERIO;;;27/05/2024;?;?;?;?;no;?;5;0;1230/11520;;;1%;VAREJO;;Cliente;EDIWINA GALVAO;DAYANNE M;0;0;0;35;0;no;;SALDOS À DEFINIR
101;CIF;REGIONAL PE2;101-02;ATAC. QUALIP;1230/1152;;At. Parcial;488066;ATACAREJO QUALIPRECO LTDA;ATACAR. QUAL;0;;;23/05/2024;23/05/2024;Recife;PE;237,475;23;0,312219241;922263;27/06/2024;28/06/2024;8,81;no;592723;no;237,475;23;0,312219241;;261;?;0;Aprovado;123;ROGERIO;119;VUC;27/05/2024;06/06/2024;25/06/2024;21/06/2024;?;no;?;5;6;1230/1152922263;OK;Pendente;9%;VAREJO;VUC;Cliente;EDIWINA GALVAO;DAYANNE M;4;10;19;36;1;yes;S4-JUN;PROGRAMADO
101;CIF;REGIONAL SE;101-90;ATACADAO 274;3330/0140;919037043;Aberto;476284;ATACADAO S.A.;ATACADAO 000;0;;;24/05/2024;24/05/2024;Aracaju;SE;267,45;30;0,35;0;?;?;0;no;?;yes;0;0;0;;627;;0;Aprovado;333;ELAINE SILVA;;;24/05/2024;?;?;?;?;no;?;5;0;3330/01400;;;5%;CASH & CARRY;;Cliente;NAIRA RITA;MOZART ALVIM;0;34;#VALOR!;34;0;no;;FORMAÇÃO DE CARGAS
